Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Features Replaced,Feature Selection (%),SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_000093.png,STOP,"[0.83028, 0.16859, 0.0005, 0.00063]",GO,"[0.43416, 0.5514, 0.01227, 0.00216]",True,103.0,80.47%,0.74035,284.66997,23.58739,0.97796,0.2463,7.78483
town7_000101.png,STOP,"[0.74574, 0.25077, 0.00298, 0.00051]",GO,"[0.416, 0.55305, 0.02971, 0.00124]",True,91.0,71.09%,0.75719,216.03641,24.78553,0.98287,0.28775,6.29148
town7_000103.png,GO,"[0.06037, 0.68821, 0.24968, 0.00174]",RIGHT,"[0.0242, 0.47265, 0.50067, 0.00247]",True,8.0,6.25%,0.76218,161.30716,26.05427,0.99039,0.28744,5.85971
town7_000104.png,RIGHT,"[0.00055, 0.2778, 0.72075, 0.0009]",GO,"[0.0103, 0.51328, 0.47377, 0.00264]",True,109.0,85.16%,0.74017,297.72393,23.39267,0.9811,0.27526,5.93368
town7_000109.png,GO,"[0.0, 0.76783, 0.02706, 0.20511]",LEFT,"[1e-05, 0.48149, 0.01131, 0.50719]",True,10.0,7.81%,0.75165,169.49654,25.8392,0.98737,0.25039,5.76226
town7_000116.png,RIGHT,"[0.00148, 0.30991, 0.68697, 0.00164]",GO,"[0.00435, 0.54782, 0.445, 0.00283]",True,8.0,6.25%,0.71977,152.63758,26.29419,0.96273,0.29463,6.62549
town7_000127.png,STOP,"[0.57484, 0.41509, 0.0001, 0.00998]",GO,"[0.3887, 0.58836, 0.00017, 0.02277]",True,3.0,2.34%,0.72426,127.49151,27.07599,0.98227,0.30932,6.51029
town7_000128.png,STOP,"[0.59446, 0.39262, 0.00011, 0.01281]",GO,"[0.43451, 0.53472, 0.0004, 0.03037]",True,1.0,0.78%,0.72306,127.99943,27.05872,0.98244,0.31167,6.85999
town7_000129.png,STOP,"[0.64782, 0.34362, 0.00014, 0.00843]",GO,"[0.44334, 0.53389, 0.00028, 0.02249]",True,1.0,0.78%,0.7185,128.1262,27.05442,0.98231,0.30901,7.40806
town7_000130.png,STOP,"[0.54017, 0.44611, 0.00011, 0.01361]",GO,"[0.46994, 0.51012, 0.00021, 0.01973]",True,3.0,2.34%,0.71745,131.64185,26.93686,0.98115,0.30561,7.27514
town7_000139.png,GO,"[0.38284, 0.59992, 9e-05, 0.01715]",STOP,"[0.58126, 0.40481, 0.00022, 0.01371]",True,1.0,0.78%,0.72947,123.8751,27.20096,0.98304,0.31247,7.2472
town7_000140.png,STOP,"[0.58668, 0.40939, 4e-05, 0.00389]",GO,"[0.3929, 0.59466, 0.00016, 0.01228]",True,4.0,3.12%,0.72614,126.61589,27.10592,0.98263,0.30262,7.76435
town7_000141.png,GO,"[0.24133, 0.74649, 0.00011, 0.01207]",STOP,"[0.51853, 0.4619, 0.00023, 0.01934]",True,125.0,97.66%,0.71592,157.54081,26.15687,0.97243,0.29317,7.59364
town7_000144.png,GO,"[0.02491, 0.93948, 0.00033, 0.03528]",STOP,"[0.49999, 0.49496, 0.00014, 0.00492]",True,97.0,75.78%,0.71389,153.59242,26.26711,0.96966,0.28161,6.37161
town7_000146.png,GO,"[0.0076, 0.87358, 0.00155, 0.11727]",LEFT,"[0.00714, 0.46585, 0.01751, 0.5095]",True,35.0,27.34%,0.72887,139.12719,26.69668,0.97497,0.30278,6.04105
town7_000154.png,LEFT,"[0.00479, 0.11752, 0.01081, 0.86689]",GO,"[0.02325, 0.62555, 0.02035, 0.33085]",True,20.0,15.62%,0.75192,98.89562,28.17903,0.97828,0.32443,6.49209
town7_000156.png,LEFT,"[0.00215, 0.16216, 0.01373, 0.82197]",GO,"[0.00915, 0.56845, 0.01298, 0.40942]",True,6.0,4.69%,0.74567,103.66177,27.97462,0.98447,0.31864,6.62724
town7_000174.png,GO,"[0.00027, 0.95171, 0.03436, 0.01366]",LEFT,"[0.01187, 0.39618, 0.04818, 0.54377]",True,78.0,60.94%,0.7469,261.76096,23.95175,0.97575,0.26536,8.22282
town7_000179.png,GO,"[0.00196, 0.9219, 0.06882, 0.00733]",LEFT,"[0.00222, 0.36523, 0.21254, 0.42001]",True,43.0,33.59%,0.7724,167.79406,25.88304,0.98796,0.27953,7.95074
town7_000183.png,GO,"[0.00147, 0.95855, 0.01342, 0.02657]",LEFT,"[0.0021, 0.47222, 0.02231, 0.50337]",True,44.0,34.38%,0.74884,205.93701,24.99346,0.98368,0.27766,7.85943
town7_000189.png,GO,"[0.00684, 0.97372, 0.0106, 0.00884]",LEFT,"[0.00542, 0.1888, 0.01115, 0.79464]",True,44.0,34.38%,0.78941,144.48102,26.5327,0.98798,0.32928,7.798
town7_000190.png,GO,"[0.00458, 0.97404, 0.01471, 0.00666]",LEFT,"[0.00384, 0.24371, 0.02135, 0.7311]",True,43.0,33.59%,0.78452,145.88964,26.49056,0.98903,0.33022,7.05946
town7_000191.png,GO,"[0.00165, 0.97135, 0.01846, 0.00854]",STOP,"[0.53674, 0.45583, 0.00014, 0.00729]",True,111.0,86.72%,0.71585,329.80956,22.94817,0.97559,0.23666,6.49593
town7_000204.png,GO,"[0.03483, 0.9525, 0.00153, 0.01114]",STOP,"[0.6266, 0.37068, 0.00014, 0.00258]",True,85.0,66.41%,0.79703,175.91339,25.67781,0.9837,0.31415,5.50236
town7_000205.png,GO,"[0.03476, 0.9556, 0.00113, 0.00851]",STOP,"[0.57471, 0.42228, 0.00013, 0.00288]",True,86.0,67.19%,0.79827,152.82534,26.28885,0.98784,0.32731,5.2967
town7_000215.png,GO,"[0.05216, 0.93506, 0.00659, 0.00619]",STOP,"[0.50971, 0.48716, 0.00026, 0.00288]",True,95.0,74.22%,0.71889,160.1613,26.08523,0.98884,0.25174,5.83707
town7_000216.png,GO,"[0.00976, 0.90248, 0.08015, 0.00761]",RIGHT,"[0.00307, 0.46217, 0.51278, 0.02198]",True,24.0,18.75%,0.72589,104.55378,27.93741,0.99266,0.27962,5.72449
town7_000218.png,RIGHT,"[0.0022, 0.30334, 0.67305, 0.02141]",GO,"[0.00221, 0.52217, 0.44838, 0.02724]",True,1.0,0.78%,0.77268,91.67177,28.50845,0.9951,0.32436,4.91336
town7_000229.png,GO,"[6e-05, 0.98816, 0.00817, 0.00361]",RIGHT,"[0.00055, 0.48212, 0.51296, 0.00437]",True,60.0,46.88%,0.72271,366.64893,22.4883,0.97398,0.23345,6.0049
town7_000238.png,GO,"[0.00097, 0.99513, 0.00174, 0.00216]",RIGHT,"[0.00017, 0.25789, 0.73005, 0.01189]",True,61.0,47.66%,0.7524,247.55672,24.19406,0.98032,0.24978,5.63717
town7_000242.png,GO,"[0.00301, 0.99444, 0.00082, 0.00173]",RIGHT,"[0.00413, 0.42714, 0.56689, 0.00184]",True,65.0,50.78%,0.7421,259.06367,23.99674,0.98569,0.2292,6.63352
town7_000246.png,GO,"[0.0059, 0.9921, 0.00081, 0.0012]",RIGHT,"[0.00726, 0.48874, 0.50309, 0.00091]",True,45.0,35.16%,0.74852,219.33943,24.71964,0.9868,0.23783,6.2065
town7_000252.png,GO,"[0.04362, 0.94231, 0.00182, 0.01226]",LEFT,"[0.01198, 0.45665, 0.00763, 0.52374]",True,13.0,10.16%,0.79224,115.98138,27.48692,0.99326,0.29114,5.94645
town7_000260.png,STOP,"[0.86778, 0.13205, 2e-05, 0.00014]",GO,"[0.48416, 0.50786, 0.00618, 0.0018]",True,80.0,62.50%,0.75851,325.34414,23.00737,0.98417,0.28993,6.27273
town7_000261.png,STOP,"[0.8614, 0.13846, 2e-05, 0.00012]",GO,"[0.25128, 0.73567, 0.01006, 0.00299]",True,55.0,42.97%,0.77703,228.05521,24.5504,0.98919,0.28931,6.26441
town7_000262.png,STOP,"[0.85591, 0.14388, 3e-05, 0.00018]",GO,"[0.42972, 0.56375, 0.00381, 0.00272]",True,85.0,66.41%,0.76017,318.52737,23.09934,0.9843,0.2974,6.47537
town7_000263.png,STOP,"[0.86037, 0.13943, 3e-05, 0.00018]",GO,"[0.36286, 0.62837, 0.00627, 0.0025]",True,61.0,47.66%,0.76519,274.91857,23.73876,0.98679,0.2977,7.28505
town7_000265.png,STOP,"[0.84186, 0.15781, 6e-05, 0.00027]",GO,"[0.4085, 0.583, 0.00618, 0.00232]",True,67.0,52.34%,0.76461,285.08005,23.58114,0.9861,0.29444,7.45708
town7_000269.png,STOP,"[0.86177, 0.13794, 5e-05, 0.00024]",GO,"[0.48579, 0.50715, 0.00512, 0.00194]",True,54.0,42.19%,0.75956,275.58651,23.72822,0.9866,0.28197,6.62435
town7_000273.png,STOP,"[0.8532, 0.1465, 4e-05, 0.00026]",GO,"[0.44662, 0.54623, 0.0045, 0.00265]",True,43.0,33.59%,0.77502,243.35617,24.26838,0.98796,0.29588,6.24811
town7_000289.png,RIGHT,"[1e-05, 0.05743, 0.93876, 0.00379]",GO,"[0.00029, 0.82184, 0.16895, 0.00892]",True,34.0,26.56%,0.76769,153.68531,26.26448,0.99425,0.27332,6.04656
town7_000290.png,RIGHT,"[0.00016, 0.09337, 0.55791, 0.34856]",LEFT,"[0.00027, 0.16542, 0.23906, 0.59526]",True,38.0,29.69%,0.76636,105.10698,27.91449,0.99676,0.31397,6.06288
town7_000296.png,GO,"[0.0001, 0.9814, 0.00412, 0.01438]",RIGHT,"[0.0008, 0.39174, 0.53274, 0.07472]",True,87.0,67.97%,0.80121,340.73201,22.80667,0.97859,0.32985,6.85022
town7_000302.png,GO,"[0.00054, 0.98422, 0.00472, 0.01053]",RIGHT,"[0.00559, 0.38726, 0.56972, 0.03743]",True,50.0,39.06%,0.80169,113.31385,27.58797,0.99551,0.31676,6.36275
town7_000309.png,GO,"[1e-05, 0.98352, 0.00353, 0.01294]",RIGHT,"[0.00014, 0.36856, 0.36996, 0.26135]",True,53.0,41.41%,0.81383,124.52698,27.17817,0.99474,0.33912,6.59482
town7_000312.png,GO,"[0.0001, 0.99131, 0.00651, 0.00208]",RIGHT,"[0.00012, 0.42229, 0.57208, 0.00551]",True,77.0,60.16%,0.81684,200.35029,25.1129,0.988,0.32632,6.81531
town7_000314.png,GO,"[6e-05, 0.99085, 0.00308, 0.00601]",RIGHT,"[0.0001, 0.37695, 0.59382, 0.02912]",True,41.0,32.03%,0.82664,138.25188,26.72409,0.99438,0.35007,6.62686
town7_000315.png,GO,"[0.00012, 0.98118, 0.00814, 0.01056]",RIGHT,"[0.00024, 0.40847, 0.42417, 0.16712]",True,107.0,83.59%,0.8072,166.64391,25.91291,0.99222,0.32915,6.52067
town7_000319.png,GO,"[0.00051, 0.93205, 0.04492, 0.02252]",RIGHT,"[0.00026, 0.42701, 0.49197, 0.08077]",True,73.0,57.03%,0.84805,93.32021,28.43105,0.99618,0.38208,7.27251
town7_000324.png,GO,"[6e-05, 0.98835, 0.00673, 0.00487]",RIGHT,"[0.00024, 0.44741, 0.5002, 0.05215]",True,81.0,63.28%,0.83116,145.65495,26.49755,0.99264,0.3656,6.76992
town7_000327.png,GO,"[0.0003, 0.98548, 0.00623, 0.00799]",RIGHT,"[0.00038, 0.37428, 0.47083, 0.1545]",True,109.0,85.16%,0.79677,167.99984,25.87771,0.9939,0.3179,7.32335
town7_000335.png,GO,"[0.07478, 0.9173, 0.00362, 0.0043]",STOP,"[0.73944, 0.25861, 0.00115, 0.00079]",True,7.0,5.47%,0.82694,93.51852,28.42183,0.99675,0.35629,7.12569
town7_000337.png,STOP,"[0.93261, 0.06727, 3e-05, 9e-05]",GO,"[0.46858, 0.52874, 0.00123, 0.00144]",True,53.0,41.41%,0.85745,69.71315,29.69766,0.99761,0.39853,7.30071
town7_000343.png,STOP,"[0.93974, 0.0602, 1e-05, 4e-05]",GO,"[0.45816, 0.53892, 0.00143, 0.00148]",True,107.0,83.59%,0.8092,110.72826,27.68822,0.99601,0.33737,7.40191
town7_000345.png,STOP,"[0.92978, 0.07011, 4e-05, 7e-05]",GO,"[0.26977, 0.72087, 0.00315, 0.00621]",True,112.0,87.50%,0.8034,146.17729,26.482,0.9946,0.32684,6.77555
town7_000346.png,STOP,"[0.93256, 0.06736, 3e-05, 5e-05]",GO,"[0.44902, 0.54449, 0.0047, 0.00179]",True,97.0,75.78%,0.81121,112.1887,27.63131,0.99594,0.33999,6.28663
town7_000361.png,STOP,"[0.94002, 0.05993, 1e-05, 3e-05]",GO,"[0.30176, 0.6771, 0.019, 0.00214]",True,124.0,96.88%,0.79454,131.05458,26.95628,0.99507,0.31564,6.43283
town7_000375.png,STOP,"[0.95203, 0.04794, 2e-05, 1e-05]",GO,"[0.4371, 0.55807, 0.00319, 0.00164]",True,105.0,82.03%,0.80448,119.29331,27.36464,0.99563,0.33289,6.04438
town7_000376.png,STOP,"[0.94065, 0.05931, 1e-05, 3e-05]",GO,"[0.23857, 0.75036, 0.00679, 0.00427]",True,110.0,85.94%,0.80625,129.41758,27.01087,0.99533,0.32559,6.02677
town7_000377.png,STOP,"[0.94921, 0.05074, 2e-05, 2e-05]",GO,"[0.35065, 0.64271, 0.00189, 0.00475]",True,105.0,82.03%,0.80654,126.62812,27.1055,0.99538,0.33291,5.78117
town7_000383.png,STOP,"[0.94804, 0.05191, 2e-05, 4e-05]",GO,"[0.45687, 0.53138, 0.00861, 0.00314]",True,120.0,93.75%,0.79414,140.27055,26.66114,0.9948,0.31076,6.1489
town7_000386.png,STOP,"[0.94264, 0.05731, 2e-05, 3e-05]",GO,"[0.49401, 0.49889, 0.00503, 0.00208]",True,120.0,93.75%,0.80484,122.97089,27.23278,0.99567,0.33141,5.64769
town7_000392.png,STOP,"[0.94321, 0.05672, 2e-05, 4e-05]",GO,"[0.38871, 0.60819, 0.00186, 0.00124]",True,96.0,75.00%,0.80387,128.92742,27.02735,0.9952,0.32837,6.20091
town7_000397.png,STOP,"[0.94966, 0.0503, 1e-05, 3e-05]",GO,"[0.3614, 0.6326, 0.00394, 0.00207]",True,112.0,87.50%,0.80328,126.97753,27.09353,0.99533,0.33178,5.9441
town7_000403.png,STOP,"[0.93957, 0.06038, 2e-05, 3e-05]",GO,"[0.42706, 0.56899, 0.00238, 0.00158]",True,105.0,82.03%,0.80348,124.30812,27.18581,0.99547,0.3302,6.60048
town7_000407.png,STOP,"[0.94197, 0.05798, 2e-05, 3e-05]",GO,"[0.41726, 0.57281, 0.00607, 0.00386]",True,111.0,86.72%,0.79879,162.38534,26.02534,0.99408,0.31726,7.24681
town7_000409.png,STOP,"[0.9411, 0.05882, 3e-05, 5e-05]",GO,"[0.46582, 0.5073, 0.02419, 0.00269]",True,121.0,94.53%,0.79716,137.09003,26.76075,0.99506,0.31966,7.07465
town7_000411.png,STOP,"[0.93849, 0.06138, 7e-05, 7e-05]",GO,"[0.38387, 0.60949, 0.00569, 0.00095]",True,114.0,89.06%,0.79511,133.48784,26.87639,0.99512,0.32078,6.53668
town7_000414.png,STOP,"[0.94442, 0.05553, 3e-05, 3e-05]",GO,"[0.09878, 0.89201, 0.00507, 0.00415]",True,126.0,98.44%,0.79238,145.39513,26.50531,0.99469,0.30856,6.05941
town7_000415.png,STOP,"[0.94848, 0.05149, 2e-05, 2e-05]",GO,"[0.34196, 0.65209, 0.00393, 0.00202]",True,60.0,46.88%,0.80631,136.55219,26.77782,0.99495,0.32688,5.50862
town7_000417.png,STOP,"[0.94261, 0.05733, 2e-05, 4e-05]",GO,"[0.44977, 0.54408, 0.00394, 0.00221]",True,120.0,93.75%,0.79598,134.42339,26.84606,0.99509,0.31635,5.72015
town7_000422.png,STOP,"[0.95122, 0.04875, 1e-05, 2e-05]",GO,"[0.38227, 0.61069, 0.00492, 0.00212]",True,109.0,85.16%,0.80145,131.93336,26.92726,0.99518,0.32058,5.73313
town7_000432.png,STOP,"[0.95474, 0.04524, 1e-05, 1e-05]",GO,"[0.19107, 0.79477, 0.01066, 0.00351]",True,127.0,99.22%,0.79758,138.83188,26.70591,0.99494,0.31957,6.59485
town7_000441.png,STOP,"[0.94915, 0.05082, 2e-05, 1e-05]",GO,"[0.30813, 0.68001, 0.0095, 0.00236]",True,120.0,93.75%,0.79009,149.62898,26.38065,0.99436,0.30603,6.00546
town7_000443.png,STOP,"[0.93033, 0.06958, 3e-05, 6e-05]",GO,"[0.45076, 0.54623, 0.00125, 0.00175]",True,128.0,100.00%,0.80529,126.61438,27.10597,0.99551,0.33469,7.24347
town7_000444.png,STOP,"[0.93257, 0.06735, 2e-05, 6e-05]",GO,"[0.41604, 0.57834, 0.00363, 0.00198]",True,114.0,89.06%,0.7974,181.59693,25.53972,0.99337,0.3121,8.39309
town7_000448.png,STOP,"[0.92818, 0.07175, 2e-05, 4e-05]",GO,"[0.43284, 0.56179, 0.00351, 0.00187]",True,98.0,76.56%,0.80511,148.37888,26.41708,0.99476,0.33099,6.71065
town7_000457.png,STOP,"[0.9445, 0.05545, 2e-05, 3e-05]",GO,"[0.48948, 0.50724, 0.00167, 0.00161]",True,119.0,92.97%,0.79525,140.41583,26.65664,0.99494,0.31294,6.51102
town7_000460.png,STOP,"[0.93223, 0.06771, 2e-05, 4e-05]",GO,"[0.4302, 0.56479, 0.0031, 0.00191]",True,114.0,89.06%,0.79975,139.84768,26.67425,0.99487,0.32572,5.95476
town7_000463.png,STOP,"[0.93998, 0.05997, 2e-05, 3e-05]",GO,"[0.44689, 0.54261, 0.00771, 0.00279]",True,114.0,89.06%,0.80424,130.36234,26.97928,0.99527,0.3287,5.96965
town7_000468.png,STOP,"[0.93809, 0.06186, 2e-05, 3e-05]",GO,"[0.35176, 0.64102, 0.00587, 0.00136]",True,113.0,88.28%,0.80436,127.75086,27.06717,0.99531,0.3362,5.34656
town7_000471.png,STOP,"[0.92412, 0.07579, 3e-05, 6e-05]",GO,"[0.37502, 0.61729, 0.00536, 0.00234]",True,124.0,96.88%,0.7951,143.07797,26.57508,0.99466,0.31035,5.74521
town7_000484.png,STOP,"[0.94484, 0.0551, 2e-05, 5e-05]",GO,"[0.42711, 0.56498, 0.00583, 0.00209]",True,113.0,88.28%,0.7895,182.33023,25.52222,0.99321,0.30267,6.57783
town7_000494.png,STOP,"[0.92941, 0.07054, 2e-05, 4e-05]",GO,"[0.4544, 0.51972, 0.0233, 0.00258]",True,112.0,87.50%,0.79507,139.13185,26.69654,0.9947,0.32348,6.67152
town7_000496.png,STOP,"[0.94269, 0.05727, 1e-05, 4e-05]",GO,"[0.48226, 0.51337, 0.00259, 0.00178]",True,102.0,79.69%,0.8029,156.77794,26.17795,0.9945,0.33329,6.55501
town7_000498.png,STOP,"[0.92863, 0.07126, 4e-05, 6e-05]",GO,"[0.26356, 0.72116, 0.01349, 0.00179]",True,111.0,86.72%,0.79628,137.5088,26.7475,0.99498,0.31597,6.65932
town7_000499.png,STOP,"[0.93517, 0.06474, 4e-05, 6e-05]",GO,"[0.39672, 0.59782, 0.00388, 0.00158]",True,120.0,93.75%,0.79664,139.95628,26.67088,0.99474,0.32522,7.0203
town7_000500.png,STOP,"[0.92863, 0.07127, 4e-05, 6e-05]",GO,"[0.47285, 0.5174, 0.00892, 0.00084]",True,109.0,85.16%,0.80127,128.97714,27.02568,0.99518,0.33282,6.87573
town7_000503.png,STOP,"[0.93557, 0.06438, 2e-05, 3e-05]",GO,"[0.46062, 0.53341, 0.00381, 0.00216]",True,121.0,94.53%,0.79315,147.31448,26.44835,0.99468,0.31295,6.32577
town7_000505.png,STOP,"[0.9366, 0.06335, 1e-05, 4e-05]",GO,"[0.33475, 0.65232, 0.00998, 0.00295]",True,114.0,89.06%,0.79599,140.34534,26.65882,0.99475,0.32498,5.9305
town7_000507.png,STOP,"[0.92961, 0.07033, 2e-05, 4e-05]",GO,"[0.39236, 0.59861, 0.00629, 0.00275]",True,117.0,91.41%,0.80077,136.22172,26.78834,0.99502,0.3308,6.08175
town7_000508.png,STOP,"[0.93316, 0.06677, 3e-05, 4e-05]",GO,"[0.47729, 0.51859, 0.00165, 0.00247]",True,105.0,82.03%,0.80289,124.96982,27.16275,0.99544,0.33182,6.92999
town7_000511.png,STOP,"[0.93535, 0.06455, 4e-05, 7e-05]",GO,"[0.39573, 0.59334, 0.00874, 0.00219]",True,53.0,41.41%,0.80384,124.29253,27.18635,0.99531,0.33109,7.08876
town7_000518.png,STOP,"[0.93043, 0.06944, 3e-05, 9e-05]",GO,"[0.29853, 0.68972, 0.00999, 0.00176]",True,121.0,94.53%,0.79229,151.18029,26.33585,0.99417,0.31908,6.68993
town7_000519.png,STOP,"[0.94966, 0.0503, 1e-05, 2e-05]",GO,"[0.40878, 0.58538, 0.00345, 0.00239]",True,109.0,85.16%,0.80342,132.44234,26.91054,0.99517,0.33763,7.84105
town7_000524.png,STOP,"[0.94525, 0.0547, 1e-05, 4e-05]",GO,"[0.4552, 0.53595, 0.00645, 0.0024]",True,115.0,89.84%,0.79927,168.22151,25.87199,0.99411,0.32159,6.53457
town7_000530.png,STOP,"[0.92566, 0.07424, 4e-05, 7e-05]",GO,"[0.32306, 0.67183, 0.00275, 0.00236]",True,107.0,83.59%,0.80719,125.26836,27.15239,0.9956,0.33834,6.27252
town7_000535.png,STOP,"[0.90522, 0.09439, 0.0001, 0.00029]",GO,"[0.42005, 0.56652, 0.00323, 0.01019]",True,95.0,74.22%,0.83212,127.86505,27.06329,0.99432,0.35673,5.52126
town7_000537.png,GO,"[0.41552, 0.57418, 0.00509, 0.00521]",STOP,"[0.6752, 0.31824, 0.00365, 0.0029]",True,2.0,1.56%,0.78688,147.44411,26.44453,0.99557,0.33474,5.62624
town7_000538.png,RIGHT,"[0.02033, 0.3492, 0.5939, 0.03657]",GO,"[0.26101, 0.58474, 0.11615, 0.0381]",True,1.0,0.78%,0.7763,156.40417,26.18832,0.99536,0.32982,6.44217
town7_000548.png,RIGHT,"[0.00013, 0.01864, 0.97872, 0.0025]",LEFT,"[0.00161, 0.02654, 0.36394, 0.60791]",True,73.0,57.03%,0.72811,350.01901,22.68989,0.98712,0.20678,6.70771
town7_000549.png,RIGHT,"[0.00036, 0.01665, 0.91393, 0.06907]",LEFT,"[0.00059, 0.0148, 0.37305, 0.61157]",True,37.0,28.91%,0.70157,259.75328,23.98519,0.98898,0.2226,6.56901
town7_000560.png,GO,"[0.00027, 0.96151, 0.0332, 0.00501]",RIGHT,"[0.00074, 0.49741, 0.49854, 0.00331]",True,82.0,64.06%,0.7489,208.1324,24.94741,0.9875,0.30309,7.29988
town7_000562.png,GO,"[0.00036, 0.97221, 0.01908, 0.00835]",RIGHT,"[0.00383, 0.46569, 0.52771, 0.00277]",True,89.0,69.53%,0.75002,210.87276,24.8906,0.98727,0.30062,6.82895
town7_000566.png,GO,"[0.00059, 0.97126, 0.02303, 0.00512]",RIGHT,"[0.00245, 0.49164, 0.50366, 0.00225]",True,91.0,71.09%,0.76122,203.26411,25.0502,0.98807,0.30689,7.25599
town7_000567.png,GO,"[0.00053, 0.97137, 0.02406, 0.00404]",RIGHT,"[0.00166, 0.48698, 0.50869, 0.00267]",True,99.0,77.34%,0.74307,239.75938,24.33305,0.98568,0.26797,6.65013
town7_000569.png,GO,"[0.00081, 0.95813, 0.03667, 0.00438]",RIGHT,"[0.00211, 0.48689, 0.50913, 0.00187]",True,77.0,60.16%,0.76491,172.59438,25.76054,0.99026,0.30231,7.28728
town7_000587.png,RIGHT,"[0.0, 0.01415, 0.98552, 0.00033]",GO,"[0.00072, 0.60887, 0.38082, 0.00959]",True,91.0,71.09%,0.64398,583.28437,20.472,0.96195,0.15223,6.89852
town7_000588.png,RIGHT,"[0.0, 0.00814, 0.99108, 0.00078]",RIGHT,"[0.00062, 0.24928, 0.48142, 0.26868]",False,128.0,100.00%,,,,,,7.15794
town7_000592.png,RIGHT,"[0.0001, 0.02494, 0.9659, 0.00906]",LEFT,"[0.01419, 0.04731, 0.27192, 0.66659]",True,55.0,42.97%,0.67008,303.68023,23.30664,0.98079,0.21043,6.85469
town7_000595.png,GO,"[8e-05, 0.94772, 0.01902, 0.03318]",LEFT,"[4e-05, 0.39414, 0.08177, 0.52404]",True,22.0,17.19%,0.76343,116.58737,27.46429,0.98822,0.33801,6.95632
town7_000597.png,GO,"[0.00026, 0.93835, 0.02295, 0.03844]",RIGHT,"[0.00211, 0.41442, 0.49668, 0.08679]",True,61.0,47.66%,0.75017,293.12938,23.46021,0.96514,0.29489,6.89155
