Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Feature Selection (%),Selected Features,SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_000205.png,GO,"[0.32758, 0.67242]",STOP,"0.5246437, 0.47535625",True,32.00%,"13, 25, 4, 118, 78, 98, 45, 32, 114, 18, 54, 90, 0, 19, 106, 31, 92, 87, 73, 57",0.830560028553009,0.00134,28.73328,0.99382,0.60383,0.40071
town7_000215.png,GO,"[0.2586, 0.7414]",GO,N/A,False,,,,,,,,0.1467
town7_000216.png,GO,"[0.23252, 0.76748]",GO,N/A,False,,,,,,,,0.14253
town7_000218.png,GO,"[0.20773, 0.79227]",GO,N/A,False,,,,,,,,0.15104
town7_000229.png,GO,"[0.31448, 0.68552]",GO,N/A,False,,,,,,,,0.12948
town7_000238.png,GO,"[0.34431, 0.65569]",GO,N/A,False,,,,,,,,0.13804
town7_000242.png,GO,"[0.32835, 0.67165]",STOP,"0.5036664, 0.49633357",True,65.00%,"13, 31, 19, 45, 25, 118, 18, 117, 90, 98, 92, 54, 68, 103, 123, 32, 26, 114, 87, 3, 78, 49, 9, 106, 8, 16, 125, 73, 57, 5, 27, 94, 42, 55, 4, 10, 36, 71, 69, 35, 29, 100",0.76146000623703,0.00495,23.05314,0.97296,0.35127,0.51612
town7_000246.png,GO,"[0.34397, 0.65603]",GO,N/A,False,,,,,,,,0.13839
town7_000252.png,STOP,"[0.54441, 0.45559]",STOP,N/A,False,,,,,,,,0.13895
town7_000260.png,STOP,"[0.83416, 0.16584]",STOP,N/A,False,,,,,,,,0.13705
town7_000261.png,STOP,"[0.80715, 0.19285]",STOP,N/A,False,,,,,,,,0.1324
town7_000262.png,STOP,"[0.8324, 0.1676]",STOP,N/A,False,,,,,,,,0.12847
town7_000263.png,STOP,"[0.78319, 0.21681]",STOP,N/A,False,,,,,,,,0.12879
town7_000265.png,STOP,"[0.81731, 0.18269]",STOP,N/A,False,,,,,,,,0.13172
town7_000269.png,STOP,"[0.80775, 0.19225]",STOP,N/A,False,,,,,,,,0.13127
town7_000273.png,STOP,"[0.77039, 0.22961]",STOP,N/A,False,,,,,,,,0.13112
town7_000289.png,GO,"[0.30417, 0.69583]",GO,N/A,False,,,,,,,,0.13336
town7_000290.png,GO,"[0.32746, 0.67254]",GO,N/A,False,,,,,,,,0.12901
town7_000296.png,GO,"[0.31345, 0.68655]",STOP,"0.5000333, 0.49996665",True,96.00%,"16, 25, 19, 45, 3, 42, 88, 92, 20, 68, 94, 127, 93, 46, 106, 62, 0, 24, 35, 87, 124, 73, 31, 110, 91, 40, 28, 34, 82, 51, 4, 22, 13, 77, 26, 75, 114, 11, 32, 15, 58, 8, 78, 69, 123, 47, 43, 120, 55, 115, 1, 98, 117, 5, 27, 118, 12, 71, 97, 96, 7, 103, 67, 54, 70",0.7767599821090698,0.00606,22.17797,0.98353,0.33087,0.40939
town7_000302.png,GO,"[0.31623, 0.68377]",STOP,"0.51241803, 0.487582",True,42.00%,"31, 19, 25, 16, 13, 45, 118, 92, 117, 87, 78, 73, 123, 98, 18, 106, 49, 101, 3, 5, 27, 125, 26, 71, 42, 36, 124",0.8115900158882141,0.00246,26.08427,0.99399,0.47977,0.39372
town7_000309.png,GO,"[0.30373, 0.69627]",GO,N/A,False,,,,,,,,0.13372
town7_000312.png,GO,"[0.32534, 0.67466]",STOP,"0.5173938, 0.48260617",True,43.00%,"25, 31, 98, 13, 18, 118, 19, 16, 78, 49, 45, 32, 87, 68, 90, 8, 73, 92, 117, 75, 5, 36, 123, 106, 0, 94, 26",0.8265699744224548,0.00217,26.63111,0.99255,0.56444,0.39206
town7_000314.png,GO,"[0.30959, 0.69041]",STOP,"0.50429696, 0.49570298",True,60.00%,"16, 20, 25, 68, 45, 19, 42, 87, 92, 3, 127, 31, 73, 118, 106, 124, 88, 94, 0, 110, 13, 55, 91, 26, 28, 35, 78, 24, 40, 62, 123, 15, 93, 75, 98, 46, 43, 114, 18, 117, 5",0.8152400255203247,0.00327,24.84918,0.99156,0.47744,0.48349
town7_000315.png,GO,"[0.31379, 0.68621]",STOP,"0.518913, 0.48108703",True,57.00%,"16, 31, 45, 25, 92, 19, 94, 42, 87, 3, 127, 13, 20, 106, 68, 26, 124, 123, 88, 118, 78, 43, 117, 40, 75, 55, 91, 98, 62, 5, 110, 46, 28, 73, 27",0.8087800145149231,0.00324,24.89601,0.99177,0.4444,0.39837
town7_000319.png,GO,"[0.30578, 0.69422]",STOP,"0.5610779, 0.43892214",True,82.00%,"31, 92, 42, 16, 25, 19, 68, 88, 20, 3, 94, 45, 26, 87, 46, 0, 24, 91, 62, 127, 43, 106, 22, 124, 110, 28, 117, 123, 73, 40, 35, 13, 78, 4, 7, 103, 55, 98, 32, 83, 82, 27, 49, 11, 118, 75, 15, 14, 115, 71, 8, 5, 77, 34",0.7874199748039246,0.00542,22.66002,0.98591,0.33322,0.40791
town7_000324.png,GO,"[0.31795, 0.68205]",STOP,"0.50128865, 0.49871135",True,82.00%,"88, 42, 0, 16, 25, 68, 127, 110, 20, 92, 45, 91, 94, 35, 46, 87, 19, 3, 106, 31, 43, 26, 124, 98, 62, 93, 24, 115, 73, 28, 34, 78, 123, 47, 13, 11, 51, 75, 32, 40, 114, 22, 7, 55, 117, 58, 15, 12, 49, 118, 4, 14, 70, 77, 103, 71, 27, 5, 96",0.7847800254821777,0.00474,23.24676,0.98783,0.31591,0.41051
town7_000327.png,GO,"[0.30832, 0.69168]",GO,N/A,False,,,,,,,,0.13426
town7_000335.png,STOP,"[0.7496, 0.2504]",STOP,N/A,False,,,,,,,,0.13318
town7_000337.png,STOP,"[0.97643, 0.02357]",STOP,N/A,False,,,,,,,,0.13382
town7_000343.png,STOP,"[0.97135, 0.02865]",STOP,N/A,False,,,,,,,,0.13104
town7_000345.png,STOP,"[0.96852, 0.03148]",STOP,N/A,False,,,,,,,,0.11591
town7_000346.png,STOP,"[0.96961, 0.03039]",STOP,N/A,False,,,,,,,,0.11781
town7_000361.png,STOP,"[0.97658, 0.02342]",STOP,N/A,False,,,,,,,,0.18501
town7_000375.png,STOP,"[0.97203, 0.02797]",STOP,N/A,False,,,,,,,,0.14527
town7_000376.png,STOP,"[0.97107, 0.02893]",STOP,N/A,False,,,,,,,,0.12815
town7_000377.png,STOP,"[0.96656, 0.03344]",STOP,N/A,False,,,,,,,,0.12821
town7_000383.png,STOP,"[0.97286, 0.02714]",STOP,N/A,False,,,,,,,,0.13564
town7_000386.png,STOP,"[0.97358, 0.02642]",STOP,N/A,False,,,,,,,,0.13628
town7_000392.png,STOP,"[0.97554, 0.02446]",STOP,N/A,False,,,,,,,,0.12553
town7_000397.png,STOP,"[0.97625, 0.02375]",STOP,N/A,False,,,,,,,,0.12822
town7_000403.png,STOP,"[0.9781, 0.0219]",STOP,N/A,False,,,,,,,,0.13644
town7_000407.png,STOP,"[0.97702, 0.02298]",STOP,N/A,False,,,,,,,,0.13163
town7_000409.png,STOP,"[0.97317, 0.02683]",STOP,N/A,False,,,,,,,,0.13664
town7_000411.png,STOP,"[0.97088, 0.02912]",STOP,N/A,False,,,,,,,,0.23263
town7_000414.png,STOP,"[0.97443, 0.02557]",STOP,N/A,False,,,,,,,,0.13933
town7_000415.png,STOP,"[0.98372, 0.01628]",STOP,N/A,False,,,,,,,,0.1499
town7_000417.png,STOP,"[0.9645, 0.0355]",STOP,N/A,False,,,,,,,,0.12081
town7_000422.png,STOP,"[0.97447, 0.02553]",STOP,N/A,False,,,,,,,,0.12943
town7_000432.png,STOP,"[0.97941, 0.02059]",STOP,N/A,False,,,,,,,,0.1326
town7_000441.png,STOP,"[0.97666, 0.02334]",STOP,N/A,False,,,,,,,,0.13145
town7_000443.png,STOP,"[0.96112, 0.03888]",STOP,N/A,False,,,,,,,,0.14244
town7_000444.png,STOP,"[0.97976, 0.02024]",STOP,N/A,False,,,,,,,,0.13184
town7_000448.png,STOP,"[0.96458, 0.03542]",STOP,N/A,False,,,,,,,,0.13342
town7_000457.png,STOP,"[0.9685, 0.0315]",STOP,N/A,False,,,,,,,,0.16123
town7_000460.png,STOP,"[0.96902, 0.03098]",STOP,N/A,False,,,,,,,,0.13181
town7_000463.png,STOP,"[0.97368, 0.02632]",STOP,N/A,False,,,,,,,,0.13067
town7_000468.png,STOP,"[0.97275, 0.02725]",STOP,N/A,False,,,,,,,,0.13549
town7_000471.png,STOP,"[0.96555, 0.03445]",STOP,N/A,False,,,,,,,,0.1312
town7_000484.png,STOP,"[0.97407, 0.02593]",STOP,N/A,False,,,,,,,,0.12892
town7_000494.png,STOP,"[0.96667, 0.03333]",STOP,N/A,False,,,,,,,,0.13209
town7_000496.png,STOP,"[0.97128, 0.02872]",STOP,N/A,False,,,,,,,,0.13584
town7_000498.png,STOP,"[0.96413, 0.03587]",STOP,N/A,False,,,,,,,,0.13566
town7_000499.png,STOP,"[0.97449, 0.02551]",STOP,N/A,False,,,,,,,,0.1327
town7_000500.png,STOP,"[0.97077, 0.02923]",STOP,N/A,False,,,,,,,,0.12945
town7_000503.png,STOP,"[0.96478, 0.03522]",STOP,N/A,False,,,,,,,,0.12958
town7_000505.png,STOP,"[0.97292, 0.02708]",STOP,N/A,False,,,,,,,,0.11791
town7_000507.png,STOP,"[0.97196, 0.02804]",STOP,N/A,False,,,,,,,,0.12822
town7_000508.png,STOP,"[0.96644, 0.03356]",STOP,N/A,False,,,,,,,,0.13378
town7_000511.png,STOP,"[0.96121, 0.03879]",STOP,N/A,False,,,,,,,,0.13016
town7_000518.png,STOP,"[0.96633, 0.03367]",STOP,N/A,False,,,,,,,,0.12967
town7_000519.png,STOP,"[0.9723, 0.0277]",STOP,N/A,False,,,,,,,,0.13144
town7_000524.png,STOP,"[0.97612, 0.02388]",STOP,N/A,False,,,,,,,,0.13076
town7_000530.png,STOP,"[0.97205, 0.02795]",STOP,N/A,False,,,,,,,,0.13045
town7_000535.png,STOP,"[0.95594, 0.04406]",STOP,N/A,False,,,,,,,,0.1297
town7_000537.png,GO,"[0.47413, 0.52587]",STOP,"0.6545515, 0.34544843",True,3.00%,"13, 98",0.7775300145149231,0.00242,26.16738,0.99513,0.47388,0.39375
town7_000538.png,GO,"[0.31425, 0.68575]",GO,N/A,False,,,,,,,,0.12169
town7_000548.png,GO,"[0.04671, 0.95329]",GO,N/A,False,,,,,,,,0.11762
town7_000549.png,GO,"[0.1416, 0.8584]",GO,N/A,False,,,,,,,,0.11993
town7_000560.png,GO,"[0.33772, 0.66229]",GO,N/A,False,,,,,,,,0.11907
town7_000562.png,GO,"[0.32838, 0.67162]",GO,N/A,False,,,,,,,,0.12399
town7_000566.png,GO,"[0.34402, 0.65598]",GO,N/A,False,,,,,,,,0.12571
town7_000567.png,GO,"[0.33862, 0.66138]",GO,N/A,False,,,,,,,,0.12431
town7_000569.png,GO,"[0.34363, 0.65637]",GO,N/A,False,,,,,,,,0.12477
town7_000587.png,GO,"[0.16173, 0.83827]",GO,N/A,False,,,,,,,,0.11713
town7_000588.png,GO,"[0.1258, 0.8742]",GO,N/A,False,,,,,,,,0.12
town7_000592.png,GO,"[0.04344, 0.95656]",STOP,"0.5727238, 0.4272762",True,47.00%,"42, 24, 92, 13, 11, 45, 32, 25, 68, 31, 114, 62, 88, 46, 3, 19, 110, 40, 16, 22, 28, 73, 82, 106, 4, 120, 91, 0, 124, 58",0.6345300078392029,0.00903,20.44098,0.96407,0.22446,0.44728
town7_000595.png,GO,"[0.31937, 0.68063]",GO,N/A,False,,,,,,,,0.13503
town7_000597.png,GO,"[0.32143, 0.67857]",GO,N/A,False,,,,,,,,0.12649
town7_000602.png,GO,"[0.30426, 0.69574]",STOP,"0.52596796, 0.474032",True,95.00%,"25, 42, 45, 16, 24, 31, 92, 87, 88, 0, 68, 20, 19, 94, 124, 13, 127, 62, 91, 40, 3, 35, 28, 73, 46, 75, 26, 110, 106, 93, 117, 7, 8, 11, 22, 77, 114, 32, 55, 120, 34, 118, 98, 82, 4, 47, 27, 97, 78, 90, 58, 5, 103, 51, 23, 15, 49, 123, 56, 69, 1, 71, 83, 43, 104, 14, 54",0.6990500092506409,0.01055,19.76686,0.95321,0.24934,0.40572
town7_000603.png,GO,"[0.30243, 0.69757]",STOP,"0.5071435, 0.49285647",True,67.00%,"42, 24, 92, 31, 25, 45, 16, 124, 68, 62, 20, 88, 13, 19, 3, 0, 87, 40, 28, 91, 127, 94, 46, 110, 73, 106, 26, 11, 77, 93, 35, 22, 117, 114, 75, 120, 58, 78, 82, 32, 90, 7, 4, 8, 14, 47",0.7133399844169617,0.00744,21.28704,0.96995,0.29005,0.39782
town7_000604.png,GO,"[0.30309, 0.69691]",STOP,"0.55466235, 0.44533765",True,67.00%,"42, 25, 45, 31, 19, 92, 124, 16, 24, 68, 0, 20, 88, 3, 87, 13, 127, 73, 28, 11, 62, 94, 35, 40, 106, 110, 26, 75, 91, 117, 46, 32, 78, 14, 7, 22, 114, 93, 77, 4, 98, 47, 123, 90, 1, 58",0.7341600060462952,0.00725,21.39454,0.97113,0.30538,0.5065
town7_000615.png,GO,"[0.32755, 0.67245]",STOP,"0.51982254, 0.48017743",True,77.00%,"25, 13, 31, 118, 92, 87, 73, 45, 19, 114, 90, 16, 18, 68, 54, 117, 42, 124, 123, 78, 26, 98, 127, 75, 32, 20, 103, 125, 106, 49, 9, 4, 8, 27, 11, 101, 5, 94, 69, 28, 57, 36, 56, 55, 77, 3, 100, 24, 88, 40, 35, 62, 71",0.745930016040802,0.0065,21.86974,0.96764,0.41879,0.40078
town7_000616.png,GO,"[0.32275, 0.67725]",STOP,"0.5301474, 0.46985266",True,85.00%,"25, 45, 87, 92, 73, 24, 42, 75, 124, 88, 31, 13, 68, 19, 0, 94, 16, 117, 93, 20, 114, 32, 110, 62, 35, 127, 106, 90, 49, 91, 8, 46, 118, 28, 98, 78, 4, 26, 34, 40, 103, 27, 3, 11, 123, 56, 15, 77, 14, 9, 54, 55, 5, 7, 69, 57, 47, 58, 71, 1, 18",0.7519500255584717,0.00807,20.92919,0.96161,0.34724,0.40194
town7_000621.png,GO,"[0.27502, 0.72498]",STOP,"0.53832465, 0.46167535",True,18.00%,"13, 31, 25, 45, 16, 19, 87, 0, 54, 98, 117, 106",0.8057699799537659,0.00231,26.37092,0.98913,0.54605,0.3809
town7_000628.png,GO,"[0.32568, 0.67432]",GO,N/A,False,,,,,,,,0.131
town7_000633.png,GO,"[0.30674, 0.69326]",STOP,"0.51477283, 0.48522723",True,39.00%,"25, 13, 78, 18, 31, 45, 4, 98, 118, 54, 32, 73, 90, 106, 92, 87, 114, 19, 16, 94, 0, 117, 123, 75, 71",0.8081799745559692,0.00181,27.41923,0.99367,0.5573,0.44202
town7_000647.png,GO,"[0.22068, 0.77932]",GO,N/A,False,,,,,,,,0.12763
town7_000655.png,GO,"[0.15222, 0.84778]",GO,N/A,False,,,,,,,,0.14615
town7_000659.png,GO,"[0.26724, 0.73276]",STOP,"0.52855814, 0.47144184",True,58.00%,"92, 31, 25, 42, 68, 45, 24, 3, 19, 13, 16, 88, 46, 73, 114, 58, 11, 32, 117, 28, 127, 110, 62, 120, 124, 5, 22, 94, 82, 106, 87, 34, 0, 14, 91, 103",0.6129400134086609,0.00918,20.36971,0.9192,0.33079,0.45525
town7_000661.png,GO,"[0.30756, 0.69244]",GO,N/A,False,,,,,,,,0.13247
town7_000664.png,GO,"[0.30232, 0.69768]",STOP,"0.5006031, 0.4993969",True,80.00%,"92, 31, 25, 68, 45, 13, 19, 42, 16, 88, 87, 3, 110, 114, 117, 46, 124, 32, 0, 28, 94, 106, 73, 24, 62, 26, 5, 103, 91, 18, 11, 118, 127, 4, 90, 75, 98, 15, 20, 78, 58, 40, 27, 83, 71, 35, 56, 57, 7, 14, 69, 125, 8, 29, 54",0.755020022392273,0.00771,21.12783,0.95799,0.35145,0.40691
town7_000668.png,GO,"[0.28163, 0.71837]",STOP,"0.5722308, 0.42776918",True,64.00%,"25, 88, 68, 19, 46, 92, 91, 110, 0, 42, 35, 127, 31, 87, 13, 3, 32, 24, 20, 94, 98, 47, 45, 28, 34, 16, 73, 26, 106, 58, 117, 37, 93, 7, 75, 62, 114, 15, 14, 11, 49, 103, 78, 77, 124, 54",0.7778599858283997,0.00626,22.03272,0.96333,0.37063,0.39649
town7_000671.png,GO,"[0.32795, 0.67205]",GO,N/A,False,,,,,,,,0.13023
town7_000688.png,GO,"[0.27003, 0.72997]",STOP,"0.5497158, 0.45028418",True,18.00%,"13, 25, 45, 73, 19, 24, 117, 114, 92, 11, 88, 106",0.8019199967384338,0.00259,25.86569,0.98867,0.52566,0.38179
town7_000691.png,STOP,"[0.89868, 0.10132]",STOP,N/A,False,,,,,,,,0.13394
town7_000692.png,STOP,"[0.86598, 0.13402]",STOP,N/A,False,,,,,,,,0.13071
town7_000695.png,STOP,"[0.74254, 0.25746]",STOP,N/A,False,,,,,,,,0.12864
town7_000702.png,STOP,"[0.732, 0.268]",STOP,N/A,False,,,,,,,,0.13064
town7_000704.png,STOP,"[0.79244, 0.20756]",STOP,N/A,False,,,,,,,,0.13512
town7_000728.png,GO,"[0.3072, 0.6928]",STOP,"0.5419895, 0.45801052",True,60.00%,"31, 25, 16, 45, 92, 3, 19, 87, 117, 118, 78, 106, 42, 94, 13, 26, 68, 123, 88, 8, 27, 98, 18, 5, 127, 4, 73, 28, 15, 20, 103, 83, 49, 43, 32, 0, 36, 40, 125",0.8192200064659119,0.00296,25.29003,0.99315,0.49561,0.39582
town7_000736.png,GO,"[0.30958, 0.69042]",STOP,"0.602767, 0.39723298",True,100.00%,"31, 92, 16, 88, 25, 3, 45, 42, 19, 87, 20, 26, 94, 28, 24, 68, 110, 0, 91, 13, 106, 73, 43, 62, 117, 124, 127, 40, 7, 103, 22, 75, 78, 27, 46, 83, 11, 98, 55, 35, 4, 115, 15, 8, 123, 49, 71, 32, 93, 82, 10, 114, 54, 120, 5, 34, 47, 77, 14, 69, 56, 118",0.7421600222587585,0.00716,21.45343,0.98233,0.22853,0.41403
town7_000740.png,GO,"[0.32023, 0.67977]",STOP,"0.52335465, 0.47664535",True,26.00%,"31, 87, 16, 19, 25, 92, 68, 98, 26, 106, 45, 13, 42, 3, 117, 118, 49",0.828760027885437,0.00192,27.17661,0.99403,0.6172,0.38499
town7_000743.png,GO,"[0.32002, 0.67998]",STOP,"0.5629975, 0.43700248",True,81.00%,"16, 25, 68, 31, 87, 88, 20, 19, 92, 94, 127, 45, 35, 42, 13, 3, 73, 106, 0, 123, 118, 55, 91, 26, 124, 75, 24, 117, 78, 28, 4, 110, 98, 34, 93, 46, 40, 11, 43, 27, 32, 22, 49, 8, 54, 82, 62, 69, 115, 7, 83, 77, 58, 51, 18",0.7894300222396851,0.00456,23.41288,0.98431,0.35702,0.41367
town7_000751.png,GO,"[0.30946, 0.69054]",STOP,"0.54118454, 0.4588155",True,42.00%,"31, 25, 16, 19, 92, 3, 68, 45, 26, 20, 87, 42, 13, 117, 94, 88, 98, 78, 43, 0, 106, 118, 49, 28, 73, 127, 27",0.8347799777984619,0.00169,27.73304,0.99561,0.5882,0.51064
town7_000770.png,STOP,"[0.97575, 0.02425]",STOP,N/A,False,,,,,,,,0.14143
town7_000774.png,STOP,"[0.97237, 0.02763]",STOP,N/A,False,,,,,,,,0.13315
town7_000780.png,STOP,"[0.96572, 0.03428]",STOP,N/A,False,,,,,,,,0.12441
town7_000784.png,STOP,"[0.95769, 0.04231]",STOP,N/A,False,,,,,,,,0.13083
town7_000792.png,STOP,"[0.96721, 0.03279]",STOP,N/A,False,,,,,,,,0.13275
