Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Grid Size,Grid Position,SSIM,MSE,PSNR,UQI,VIFP,Objects Detected,Time Taken (s)
town7_000179.png,GO,"[0.29515, 0.70485]",GO,"0.24144302, 0.758557",False,"(12, 16)","(53, 26)",,,,,,truck,0.01097
town7_000183.png,GO,"[0.32677, 0.67323]",GO,"0.30979863, 0.69020134",False,"(9, 7)","(43, 38)",,,,,,"stop sign, car",0.0118
town7_000189.png,GO,"[0.32233, 0.67767]",GO,N/A,False,N/A,N/A,,,,,,None,0.00822
town7_000190.png,GO,"[0.29441, 0.70559]",GO,N/A,False,N/A,N/A,,,,,,None,0.00804
town7_000191.png,GO,"[0.27597, 0.72403]",GO,N/A,False,N/A,N/A,,,,,,None,0.00792
town7_000204.png,GO,"[0.33653, 0.66347]",GO,N/A,False,N/A,N/A,,,,,,None,0.00875
town7_000205.png,GO,"[0.32758, 0.67242]",GO,N/A,False,N/A,N/A,,,,,,None,0.00819
town7_000215.png,GO,"[0.2586, 0.7414]",GO,N/A,False,N/A,N/A,,,,,,None,0.00799
town7_000216.png,GO,"[0.23252, 0.76748]",GO,"0.22735593, 0.7726441",False,"(4, 6)","(111, 8)",,,,,,"kite, traffic light, kite",0.01522
town7_000218.png,GO,"[0.20773, 0.79227]",GO,"0.2047566, 0.7952434",False,"(4, 5)","(16, 17)",,,,,,kite,0.0116
town7_000229.png,GO,"[0.31448, 0.68552]",GO,N/A,False,N/A,N/A,,,,,,None,0.00813
town7_000238.png,GO,"[0.34431, 0.65569]",GO,N/A,False,N/A,N/A,,,,,,None,0.00818
town7_000242.png,GO,"[0.32835, 0.67165]",GO,N/A,False,N/A,N/A,,,,,,None,0.00844
town7_000246.png,GO,"[0.34397, 0.65603]",GO,N/A,False,N/A,N/A,,,,,,None,0.00814
town7_000252.png,STOP,"[0.54441, 0.45559]",STOP,"0.6456582, 0.35434186",False,"(7, 9)","(97, 31)",,,,,,stop sign,0.01151
town7_000260.png,STOP,"[0.83416, 0.16584]",STOP,"0.5787174, 0.4212826",False,"(16, 16)","(123, 21)",,,,,,stop sign,0.01288
town7_000261.png,STOP,"[0.80715, 0.19285]",STOP,"0.6327975, 0.36720246",False,"(15, 15)","(123, 22)",,,,,,stop sign,0.01126
town7_000262.png,STOP,"[0.8324, 0.1676]",STOP,"0.52834725, 0.47165275",False,"(16, 16)","(123, 22)",,,,,,stop sign,0.01108
town7_000263.png,STOP,"[0.78319, 0.21681]",STOP,"0.6022454, 0.3977546",False,"(16, 16)","(123, 22)",,,,,,stop sign,0.01139
town7_000265.png,STOP,"[0.81731, 0.18269]",STOP,"0.5200901, 0.47990987",False,"(16, 16)","(123, 22)",,,,,,stop sign,0.0108
town7_000269.png,STOP,"[0.80775, 0.19225]",STOP,"0.59024525, 0.40975478",False,"(17, 16)","(122, 22)",,,,,,stop sign,0.01085
town7_000273.png,STOP,"[0.77039, 0.22961]",GO,"0.43099347, 0.56900656",True,"(16, 16)","(123, 22)",0.95261,0.00869,20.6122,0.97549,0.85838,stop sign,0.39911
town7_000289.png,GO,"[0.30417, 0.69583]",GO,"0.27328992, 0.7267101",False,"(16, 9)","(102, 37)",,,,,,train,0.01076
town7_000290.png,GO,"[0.32746, 0.67254]",GO,"0.3079489, 0.6920512",False,"(14, 10)","(91, 36)",,,,,,truck,0.01127
town7_000296.png,GO,"[0.31345, 0.68655]",GO,N/A,False,N/A,N/A,,,,,,None,0.00845
town7_000302.png,GO,"[0.31623, 0.68377]",GO,N/A,False,N/A,N/A,,,,,,None,0.00808
town7_000309.png,GO,"[0.30373, 0.69627]",GO,"0.22672589, 0.7732742",False,"(19, 11)","(98, 35)",,,,,,train,0.01177
town7_000312.png,GO,"[0.32534, 0.67466]",GO,"0.32717064, 0.6728294",False,"(46, 26)","(113, 28)",,,,,,banana,0.01396
town7_000314.png,GO,"[0.30959, 0.69041]",GO,N/A,False,N/A,N/A,,,,,,None,0.01598
town7_000315.png,GO,"[0.31379, 0.68621]",GO,"0.30741283, 0.69258714",False,"(3, 7)","(94, 31)",,,,,,person,0.01059
town7_000319.png,GO,"[0.30578, 0.69422]",GO,N/A,False,N/A,N/A,,,,,,None,0.00806
town7_000324.png,GO,"[0.31795, 0.68205]",GO,N/A,False,N/A,N/A,,,,,,None,0.00782
town7_000327.png,GO,"[0.30832, 0.69168]",GO,N/A,False,N/A,N/A,,,,,,None,0.00838
town7_000335.png,STOP,"[0.7496, 0.2504]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00795
town7_000337.png,STOP,"[0.97643, 0.02357]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00772
town7_000343.png,STOP,"[0.97135, 0.02865]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00813
town7_000345.png,STOP,"[0.96852, 0.03148]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00772
town7_000346.png,STOP,"[0.96961, 0.03039]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00772
town7_000361.png,STOP,"[0.97658, 0.02342]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00773
town7_000375.png,STOP,"[0.97203, 0.02797]",STOP,N/A,False,N/A,N/A,,,,,,None,0.0077
town7_000376.png,STOP,"[0.97107, 0.02893]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00775
town7_000377.png,STOP,"[0.96656, 0.03344]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00774
town7_000383.png,STOP,"[0.97286, 0.02714]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00773
town7_000386.png,STOP,"[0.97358, 0.02642]",STOP,"0.9780424, 0.021957623",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01057
town7_000392.png,STOP,"[0.97554, 0.02446]",STOP,"0.97486115, 0.025138881",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.0105
town7_000397.png,STOP,"[0.97625, 0.02375]",STOP,"0.97582406, 0.024175923",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01059
town7_000403.png,STOP,"[0.9781, 0.0219]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00773
town7_000407.png,STOP,"[0.97702, 0.02298]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00775
town7_000409.png,STOP,"[0.97317, 0.02683]",STOP,"0.97674644, 0.023253521",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01052
town7_000411.png,STOP,"[0.97088, 0.02912]",STOP,"0.97519934, 0.024800628",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01049
town7_000414.png,STOP,"[0.97443, 0.02557]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00784
town7_000415.png,STOP,"[0.98372, 0.01628]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00778
town7_000417.png,STOP,"[0.9645, 0.0355]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00783
town7_000422.png,STOP,"[0.97447, 0.02553]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00779
town7_000432.png,STOP,"[0.97941, 0.02059]",STOP,"0.9704188, 0.02958114",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01054
town7_000441.png,STOP,"[0.97666, 0.02334]",STOP,"0.9678103, 0.032189704",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01054
town7_000443.png,STOP,"[0.96112, 0.03888]",STOP,"0.9740865, 0.025913442",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01122
town7_000444.png,STOP,"[0.97976, 0.02024]",STOP,"0.97124654, 0.028753383",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01109
town7_000448.png,STOP,"[0.96458, 0.03542]",STOP,"0.9731111, 0.0268889",False,"(2, 5)","(56, 15)",,,,,,traffic light,0.01112
town7_000457.png,STOP,"[0.9685, 0.0315]",STOP,"0.97436804, 0.025631988",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01063
town7_000460.png,STOP,"[0.96902, 0.03098]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00768
town7_000463.png,STOP,"[0.97368, 0.02632]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00774
town7_000468.png,STOP,"[0.97275, 0.02725]",STOP,"0.9640007, 0.035999294",False,"(2, 5)","(56, 15)",,,,,,traffic light,0.01063
town7_000471.png,STOP,"[0.96555, 0.03445]",STOP,"0.97227424, 0.027725767",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01101
town7_000484.png,STOP,"[0.97407, 0.02593]",STOP,"0.971228, 0.028771993",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01107
town7_000494.png,STOP,"[0.96667, 0.03333]",STOP,"0.97280926, 0.02719077",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01072
town7_000496.png,STOP,"[0.97128, 0.02872]",STOP,"0.974183, 0.025816975",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01054
town7_000498.png,STOP,"[0.96413, 0.03587]",STOP,"0.97141975, 0.028580232",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.0105
town7_000499.png,STOP,"[0.97449, 0.02551]",STOP,"0.9715929, 0.028407024",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01121
town7_000500.png,STOP,"[0.97077, 0.02923]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00835
town7_000503.png,STOP,"[0.96478, 0.03522]",STOP,"0.9715156, 0.028484434",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01107
town7_000505.png,STOP,"[0.97292, 0.02708]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00819
town7_000507.png,STOP,"[0.97196, 0.02804]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00808
town7_000508.png,STOP,"[0.96644, 0.03356]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00837
town7_000511.png,STOP,"[0.96121, 0.03879]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00798
town7_000518.png,STOP,"[0.96633, 0.03367]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00776
town7_000519.png,STOP,"[0.9723, 0.0277]",STOP,"0.9670843, 0.032915726",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01068
town7_000524.png,STOP,"[0.97612, 0.02388]",STOP,"0.96457124, 0.035428762",False,"(2, 4)","(56, 16)",,,,,,traffic light,0.01064
town7_000530.png,STOP,"[0.97205, 0.02795]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00765
town7_000535.png,STOP,"[0.95594, 0.04406]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00759
town7_000537.png,GO,"[0.47413, 0.52587]",GO,N/A,False,N/A,N/A,,,,,,None,0.00764
town7_000538.png,GO,"[0.31425, 0.68575]",GO,"0.31874964, 0.68125033",False,"(3, 4)","(96, 17)",,,,,,"bird, bird",0.01237
town7_000548.png,GO,"[0.04671, 0.95329]",GO,"0.039930772, 0.96006924",False,"(20, 18)","(140, 27)",,,,,,train,0.01052
town7_000549.png,GO,"[0.1416, 0.8584]",GO,N/A,False,N/A,N/A,,,,,,None,0.00783
town7_000560.png,GO,"[0.33772, 0.66229]",GO,N/A,False,N/A,N/A,,,,,,None,0.00779
town7_000562.png,GO,"[0.32838, 0.67162]",GO,N/A,False,N/A,N/A,,,,,,None,0.00779
town7_000566.png,GO,"[0.34402, 0.65598]",GO,N/A,False,N/A,N/A,,,,,,None,0.00775
town7_000567.png,GO,"[0.33862, 0.66138]",GO,N/A,False,N/A,N/A,,,,,,None,0.00774
town7_000569.png,GO,"[0.34363, 0.65637]",GO,N/A,False,N/A,N/A,,,,,,None,0.0077
town7_000587.png,GO,"[0.16173, 0.83827]",GO,N/A,False,N/A,N/A,,,,,,None,0.00771
town7_000588.png,GO,"[0.1258, 0.8742]",GO,N/A,False,N/A,N/A,,,,,,None,0.00772
town7_000592.png,GO,"[0.04344, 0.95656]",GO,"0.0017596906, 0.99824035",False,"(60, 34)","(37, 9)",,,,,,train,0.01021
town7_000595.png,GO,"[0.31937, 0.68063]",GO,"0.007901649, 0.99209833",False,"(69, 47)","(0, 0)",,,,,,train,0.01091
town7_000597.png,GO,"[0.32143, 0.67857]",GO,"0.018337807, 0.9816622",False,"(70, 45)","(0, 0)",,,,,,train,0.01068
town7_000602.png,GO,"[0.30426, 0.69574]",GO,N/A,False,N/A,N/A,,,,,,None,0.00762
town7_000603.png,GO,"[0.30243, 0.69757]",GO,N/A,False,N/A,N/A,,,,,,None,0.00743
town7_000604.png,GO,"[0.30309, 0.69691]",GO,N/A,False,N/A,N/A,,,,,,None,0.00728
town7_000615.png,GO,"[0.32755, 0.67245]",GO,N/A,False,N/A,N/A,,,,,,None,0.00817
town7_000616.png,GO,"[0.32275, 0.67725]",GO,N/A,False,N/A,N/A,,,,,,None,0.0074
town7_000621.png,GO,"[0.27502, 0.72498]",GO,N/A,False,N/A,N/A,,,,,,None,0.01094
town7_000628.png,GO,"[0.32568, 0.67432]",GO,"0.33927923, 0.66072077",False,"(34, 43)","(0, 0)",,,,,,stop sign,0.01536
town7_000633.png,GO,"[0.30674, 0.69326]",GO,N/A,False,N/A,N/A,,,,,,None,0.00816
town7_000647.png,GO,"[0.22068, 0.77932]",GO,"0.21489134, 0.7851086",False,"(4, 4)","(105, 2)",,,,,,"kite, kite",0.01225
town7_000655.png,GO,"[0.15222, 0.84778]",GO,N/A,False,N/A,N/A,,,,,,None,0.00806
town7_000659.png,GO,"[0.26724, 0.73276]",GO,N/A,False,N/A,N/A,,,,,,None,0.0076
town7_000661.png,GO,"[0.30756, 0.69244]",GO,N/A,False,N/A,N/A,,,,,,None,0.00857
town7_000664.png,GO,"[0.30232, 0.69768]",GO,N/A,False,N/A,N/A,,,,,,None,0.00792
town7_000668.png,GO,"[0.28163, 0.71837]",GO,N/A,False,N/A,N/A,,,,,,None,0.00818
town7_000671.png,GO,"[0.32795, 0.67205]",GO,N/A,False,N/A,N/A,,,,,,None,0.00772
town7_000688.png,GO,"[0.27003, 0.72997]",GO,"0.25239158, 0.7476085",False,"(14, 13)","(111, 26)",,,,,,stop sign,0.01047
town7_000691.png,STOP,"[0.89868, 0.10132]",GO,"0.44494352, 0.55505645",True,"(20, 20)","(131, 17)",0.93554,0.01268,18.96923,0.96194,0.81784,stop sign,0.36087
town7_000692.png,STOP,"[0.86598, 0.13402]",GO,"0.43813062, 0.5618694",True,"(19, 19)","(131, 18)",0.93983,0.01181,19.278,0.96552,0.82056,stop sign,0.36312
town7_000695.png,STOP,"[0.74254, 0.25746]",GO,"0.333333, 0.66666704",True,"(19, 19)","(131, 18)",0.94091,0.01174,19.30261,0.96588,0.82608,stop sign,0.36419
town7_000702.png,STOP,"[0.732, 0.268]",GO,"0.3371778, 0.66282225",True,"(19, 19)","(131, 18)",0.94104,0.01175,19.30126,0.96593,0.82698,stop sign,0.3687
town7_000704.png,STOP,"[0.79244, 0.20756]",GO,"0.35169718, 0.6483028",True,"(19, 19)","(131, 18)",0.94119,0.0117,19.31866,0.96597,0.82884,stop sign,0.36713
town7_000728.png,GO,"[0.3072, 0.6928]",GO,N/A,False,N/A,N/A,,,,,,None,0.00832
town7_000736.png,GO,"[0.30958, 0.69042]",GO,N/A,False,N/A,N/A,,,,,,None,0.00755
town7_000740.png,GO,"[0.32023, 0.67977]",GO,N/A,False,N/A,N/A,,,,,,None,0.0072
town7_000743.png,GO,"[0.32002, 0.67998]",GO,N/A,False,N/A,N/A,,,,,,None,0.00824
town7_000751.png,GO,"[0.30946, 0.69054]",GO,N/A,False,N/A,N/A,,,,,,None,0.00996
town7_000770.png,STOP,"[0.97575, 0.02425]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00792
town7_000774.png,STOP,"[0.97237, 0.02763]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00749
town7_000780.png,STOP,"[0.96572, 0.03428]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00736
town7_000784.png,STOP,"[0.95769, 0.04231]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00739
town7_000792.png,STOP,"[0.96721, 0.03279]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00726
town7_000796.png,STOP,"[0.96181, 0.03819]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00758
town7_000798.png,STOP,"[0.96883, 0.03117]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00758
town7_000800.png,STOP,"[0.96151, 0.03849]",STOP,N/A,False,N/A,N/A,,,,,,None,0.0096
town7_000804.png,STOP,"[0.96757, 0.03243]",STOP,N/A,False,N/A,N/A,,,,,,None,0.011
town7_000813.png,STOP,"[0.75951, 0.24049]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00979
town7_000814.png,GO,"[0.33179, 0.66821]",GO,N/A,False,N/A,N/A,,,,,,None,0.00772
town7_000815.png,GO,"[0.29994, 0.70006]",GO,N/A,False,N/A,N/A,,,,,,None,0.0076
town7_000821.png,GO,"[0.15813, 0.84187]",GO,"0.15523978, 0.84476024",False,"(4, 7)","(20, 1)",,,,,,kite,0.01038
town7_000828.png,GO,"[0.33158, 0.66842]",GO,N/A,False,N/A,N/A,,,,,,None,0.00795
town7_000832.png,GO,"[0.3365, 0.6635]",GO,N/A,False,N/A,N/A,,,,,,None,0.00792
town7_000834.png,GO,"[0.33046, 0.66954]",GO,N/A,False,N/A,N/A,,,,,,None,0.00828
town7_000849.png,GO,"[0.3645, 0.6355]",GO,"0.24250506, 0.7574949",False,"(68, 22)","(90, 20)",,,,,,train,0.01065
town7_000863.png,GO,"[0.1634, 0.8366]",GO,N/A,False,N/A,N/A,,,,,,None,0.00751
town7_000864.png,GO,"[0.1416, 0.8584]",GO,N/A,False,N/A,N/A,,,,,,None,0.00781
town7_000865.png,GO,"[0.13075, 0.86925]",GO,N/A,False,N/A,N/A,,,,,,None,0.00814
town7_000879.png,GO,"[0.30584, 0.69416]",GO,N/A,False,N/A,N/A,,,,,,None,0.00752
town7_000886.png,GO,"[0.32199, 0.67801]",GO,"0.3140635, 0.68593645",False,"(38, 43)","(8, 0)",,,,,,stop sign,0.01001
town7_000887.png,GO,"[0.31455, 0.68545]",GO,N/A,False,N/A,N/A,,,,,,None,0.00806
town7_000900.png,GO,"[0.33419, 0.66581]",GO,N/A,False,N/A,N/A,,,,,,None,0.00839
town7_000901.png,GO,"[0.32766, 0.67234]",GO,"0.33574906, 0.6642509",False,"(43, 43)","(1, 0)",,,,,,stop sign,0.01003
town7_000905.png,GO,"[0.32181, 0.67819]",GO,N/A,False,N/A,N/A,,,,,,None,0.00807
town7_000908.png,GO,"[0.32478, 0.67522]",GO,N/A,False,N/A,N/A,,,,,,None,0.00788
town7_000913.png,STOP,"[0.52812, 0.47188]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00782
town7_000919.png,GO,"[0.24826, 0.75174]",GO,"0.25443998, 0.74556005",False,"(5, 7)","(35, 5)",,,,,,"traffic light, traffic light",0.01262
town7_000922.png,GO,"[0.24098, 0.75902]",GO,"0.2523648, 0.74763525",False,"(5, 4)","(22, 0)",,,,,,traffic light,0.01061
town7_000935.png,GO,"[0.30551, 0.69449]",GO,N/A,False,N/A,N/A,,,,,,None,0.00808
town7_000940.png,GO,"[0.30185, 0.69815]",GO,N/A,False,N/A,N/A,,,,,,None,0.00851
town7_000952.png,GO,"[0.32897, 0.67103]",GO,N/A,False,N/A,N/A,,,,,,None,0.00841
town7_000953.png,GO,"[0.32324, 0.67676]",GO,N/A,False,N/A,N/A,,,,,,None,0.0079
town7_000955.png,GO,"[0.31039, 0.68961]",GO,N/A,False,N/A,N/A,,,,,,None,0.00744
town7_000959.png,GO,"[0.34711, 0.65289]",GO,"0.34160015, 0.6583999",False,"(7, 9)","(96, 32)",,,,,,stop sign,0.01022
town7_000969.png,STOP,"[0.8684, 0.1316]",GO,"0.35634002, 0.64365995",True,"(19, 20)","(133, 17)",0.93926,0.01222,19.12829,0.96421,0.82636,stop sign,0.45342
town7_000971.png,STOP,"[0.8404, 0.1596]",GO,"0.39395553, 0.6060445",True,"(19, 20)","(133, 17)",0.93945,0.01225,19.11799,0.96416,0.82555,stop sign,0.36063
town7_000974.png,STOP,"[0.82407, 0.17593]",GO,"0.37068698, 0.62931305",True,"(19, 20)","(133, 17)",0.93951,0.01225,19.11974,0.96416,0.82751,stop sign,0.35811
town7_000979.png,STOP,"[0.8653, 0.1347]",GO,"0.36906207, 0.63093793",True,"(19, 20)","(133, 17)",0.93927,0.01225,19.11914,0.96409,0.82561,stop sign,0.36318
town7_000980.png,STOP,"[0.80918, 0.19082]",GO,"0.3906728, 0.6093272",True,"(19, 20)","(133, 17)",0.93952,0.01224,19.12335,0.9642,0.82812,"stop sign, sports ball",0.35943
town7_000981.png,STOP,"[0.79804, 0.20196]",GO,"0.32467058, 0.6753294",True,"(20, 20)","(133, 17)",0.93652,0.01282,18.92148,0.96238,0.82717,stop sign,0.35821
town7_000984.png,GO,"[0.20102, 0.79898]",GO,N/A,False,N/A,N/A,,,,,,None,0.00835
town7_000993.png,GO,"[0.07277, 0.92723]",GO,N/A,False,N/A,N/A,,,,,,None,0.00816
town7_000997.png,GO,"[0.33408, 0.66592]",GO,"0.28029385, 0.7197062",False,"(16, 10)","(93, 35)",,,,,,truck,0.01075
town7_001006.png,GO,"[0.32892, 0.67108]",GO,N/A,False,N/A,N/A,,,,,,None,0.00724
town7_001007.png,GO,"[0.3228, 0.6772]",GO,N/A,False,N/A,N/A,,,,,,None,0.00729
town7_001021.png,GO,"[0.30873, 0.69127]",GO,N/A,False,N/A,N/A,,,,,,None,0.00719
town7_001031.png,GO,"[0.31459, 0.68541]",GO,N/A,False,N/A,N/A,,,,,,None,0.00788
town7_001032.png,GO,"[0.31168, 0.68832]",GO,N/A,False,N/A,N/A,,,,,,None,0.00739
town7_001034.png,GO,"[0.3109, 0.6891]",GO,N/A,False,N/A,N/A,,,,,,None,0.00723
town7_001037.png,GO,"[0.32977, 0.67023]",GO,N/A,False,N/A,N/A,,,,,,None,0.00732
town7_001048.png,STOP,"[0.95434, 0.04566]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00748
town7_001053.png,STOP,"[0.94556, 0.05444]",STOP,"0.96307635, 0.036923684",False,"(3, 4)","(54, 14)",,,,,,traffic light,0.01027
town7_001055.png,STOP,"[0.95786, 0.04214]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00762
town7_001057.png,STOP,"[0.95535, 0.04465]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00742
town7_001059.png,STOP,"[0.95789, 0.04211]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00725
town7_001064.png,STOP,"[0.96049, 0.03951]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00806
town7_001068.png,STOP,"[0.9539, 0.0461]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00724
town7_001074.png,STOP,"[0.96109, 0.03891]",STOP,N/A,False,N/A,N/A,,,,,,None,0.00821
town7_001093.png,GO,"[0.24885, 0.75115]",GO,"0.26882446, 0.73117554",False,"(2, 4)","(102, 14)",,,,,,"bird, bird",0.01146
town7_001094.png,GO,"[0.21315, 0.78685]",GO,"0.2052307, 0.7947693",False,"(6, 4)","(95, 12)",,,,,,bird,0.01039
town7_001105.png,GO,"[0.09505, 0.90495]",GO,"0.10319419, 0.89680576",False,"(4, 7)","(130, 0)",,,,,,traffic light,0.01095
town7_001113.png,GO,"[0.32416, 0.67584]",GO,N/A,False,N/A,N/A,,,,,,None,0.00766
town7_001114.png,GO,"[0.2539, 0.7461]",GO,N/A,False,N/A,N/A,,,,,,None,0.00743
town7_001120.png,GO,"[0.19589, 0.80411]",GO,N/A,False,N/A,N/A,,,,,,None,0.00743
town7_001121.png,GO,"[0.21696, 0.78304]",GO,N/A,False,N/A,N/A,,,,,,None,0.00759
