Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Grid Size,Grid Position,SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_000417.png,STOP,"[0.9305, 0.06942, 2e-05, 6e-05]",LEFT,"[0.00017, 0.0593, 0.02322, 0.91732]",True,,,0.38262,7121.56875,9.60505,0.59787,0.07147,0.84386
town7_000422.png,STOP,"[0.9451, 0.05485, 2e-05, 3e-05]",LEFT,"[0.00025, 0.04578, 0.01933, 0.93464]",True,,,0.39634,6966.36583,9.70074,0.60508,0.079,0.8682
town7_000432.png,STOP,"[0.93571, 0.06421, 2e-05, 6e-05]",LEFT,"[0.00015, 0.04308, 0.01379, 0.94299]",True,,,0.38485,7061.99812,9.64153,0.60301,0.07101,0.89566
town7_000441.png,STOP,"[0.9289, 0.07104, 2e-05, 4e-05]",LEFT,"[0.00027, 0.05471, 0.02856, 0.91646]",True,,,0.3846,7077.0768,9.63226,0.59746,0.07276,0.99476
town7_000443.png,STOP,"[0.93698, 0.06297, 2e-05, 3e-05]",LEFT,"[0.00018, 0.05723, 0.08516, 0.85742]",True,,,0.37848,7364.99964,9.45908,0.583,0.06957,0.95741
town7_000444.png,STOP,"[0.94159, 0.05839, 1e-05, 2e-05]",LEFT,"[0.0002, 0.04847, 0.01648, 0.93485]",True,,,0.38517,7033.34479,9.65918,0.60209,0.07253,0.92422
town7_000448.png,STOP,"[0.93429, 0.06566, 2e-05, 3e-05]",LEFT,"[0.00025, 0.06925, 0.02366, 0.90685]",True,,,0.38279,7190.18865,9.5634,0.59016,0.07131,0.94011
town7_000457.png,STOP,"[0.93058, 0.06936, 3e-05, 4e-05]",LEFT,"[0.00025, 0.07974, 0.03653, 0.88349]",True,,,0.3849,7116.95719,9.60786,0.59497,0.07348,0.93192
town7_000460.png,STOP,"[0.93643, 0.06353, 2e-05, 3e-05]",LEFT,"[0.00024, 0.07985, 0.11275, 0.80717]",True,,,0.3873,7022.68414,9.66577,0.60345,0.07182,1.08562
town7_000463.png,STOP,"[0.93427, 0.06565, 3e-05, 4e-05]",LEFT,"[0.00018, 0.05769, 0.0488, 0.89333]",True,,,0.38485,7103.10026,9.61632,0.59541,0.07369,1.03149
town7_000468.png,STOP,"[0.94143, 0.05852, 3e-05, 3e-05]",LEFT,"[0.00019, 0.05121, 0.02898, 0.91961]",True,,,0.3811,7119.28294,9.60644,0.59636,0.06848,0.90681
town7_000471.png,STOP,"[0.93549, 0.06443, 2e-05, 5e-05]",LEFT,"[0.00026, 0.0613, 0.02191, 0.91653]",True,,,0.38859,7059.82542,9.64286,0.60021,0.07473,0.95165
town7_000484.png,STOP,"[0.94144, 0.05853, 1e-05, 2e-05]",LEFT,"[0.00034, 0.06676, 0.05673, 0.87617]",True,,,0.38249,7051.75727,9.64783,0.60002,0.07061,0.86978
town7_000494.png,STOP,"[0.94685, 0.05311, 1e-05, 3e-05]",LEFT,"[0.00014, 0.05279, 0.04731, 0.89976]",True,,,0.38067,7073.99013,9.63416,0.59751,0.07239,0.95374
town7_000496.png,STOP,"[0.9342, 0.06572, 3e-05, 5e-05]",LEFT,"[0.00026, 0.05133, 0.02053, 0.92788]",True,,,0.37923,7075.08682,9.63349,0.59863,0.06922,1.02267
town7_000498.png,STOP,"[0.93293, 0.06685, 8e-05, 0.00014]",LEFT,"[0.00021, 0.07587, 0.05161, 0.8723]",True,,,0.38156,7075.13685,9.63346,0.59788,0.07099,0.93522
town7_000499.png,STOP,"[0.94346, 0.05648, 2e-05, 4e-05]",LEFT,"[0.00019, 0.04711, 0.00902, 0.94368]",True,,,0.3859,6899.81448,9.74243,0.60976,0.07306,0.97981
town7_000500.png,STOP,"[0.94735, 0.05256, 3e-05, 6e-05]",LEFT,"[0.00013, 0.04219, 0.00656, 0.95112]",True,,,0.38269,7010.37047,9.67339,0.60265,0.07014,0.96149
town7_000503.png,STOP,"[0.93959, 0.06036, 1e-05, 3e-05]",LEFT,"[0.0002, 0.05824, 0.02641, 0.91515]",True,,,0.38358,7125.75107,9.6025,0.59313,0.07404,0.91922
town7_000505.png,STOP,"[0.93332, 0.06658, 3e-05, 6e-05]",LEFT,"[0.00027, 0.08762, 0.05005, 0.86206]",True,,,0.38244,7173.70815,9.57337,0.59033,0.07428,0.951
town7_000507.png,STOP,"[0.92009, 0.07977, 5e-05, 8e-05]",LEFT,"[0.00012, 0.05049, 0.01059, 0.9388]",True,,,0.37542,7239.36255,9.5338,0.58767,0.07173,0.91197
town7_000508.png,STOP,"[0.93469, 0.06525, 1e-05, 4e-05]",LEFT,"[0.00022, 0.06492, 0.0053, 0.92957]",True,,,0.3794,6994.33318,9.68334,0.60296,0.07065,0.944
town7_000511.png,STOP,"[0.93206, 0.06785, 3e-05, 6e-05]",LEFT,"[0.00017, 0.04601, 0.01706, 0.93676]",True,,,0.37543,7143.35042,9.59178,0.59542,0.0683,1.07752
town7_000518.png,STOP,"[0.94066, 0.05928, 3e-05, 3e-05]",LEFT,"[0.00012, 0.05226, 0.01373, 0.93389]",True,,,0.3849,7091.46682,9.62344,0.59809,0.07203,0.83598
town7_000519.png,STOP,"[0.93057, 0.06937, 2e-05, 4e-05]",LEFT,"[0.00018, 0.05148, 0.0549, 0.89344]",True,,,0.38219,7270.94641,9.51489,0.58535,0.07386,0.82665
town7_000524.png,STOP,"[0.94207, 0.05789, 1e-05, 3e-05]",LEFT,"[0.00016, 0.06161, 0.01138, 0.92685]",True,,,0.38515,7052.89005,9.64713,0.59846,0.07143,0.83267
town7_000530.png,STOP,"[0.9387, 0.06125, 1e-05, 3e-05]",LEFT,"[0.00017, 0.06232, 0.01765, 0.91986]",True,,,0.37995,7176.89167,9.57144,0.59066,0.07267,0.83415
town7_000535.png,STOP,"[0.93487, 0.06505, 2e-05, 6e-05]",LEFT,"[0.00026, 0.05258, 0.04101, 0.90615]",True,,,0.39992,7082.83104,9.62873,0.60758,0.07715,0.98449
town7_000538.png,GO,"[0.04454, 0.48492, 0.42368, 0.04686]",LEFT,"[0.00023, 0.0346, 0.01033, 0.95484]",True,,,0.41547,7392.51221,9.44288,0.59842,0.082,0.94222
town7_000548.png,RIGHT,"[8e-05, 0.01464, 0.98345, 0.00183]",LEFT,"[1e-05, 0.00549, 0.0022, 0.9923]",True,,,0.4333,7282.50424,9.508,0.59677,0.0865,0.84477
town7_000549.png,RIGHT,"[0.00032, 0.0155, 0.96794, 0.01624]",LEFT,"[0.0, 0.00291, 0.00997, 0.98712]",True,,,0.41197,6454.03852,10.03249,0.63071,0.0834,0.7966
town7_000560.png,GO,"[0.00027, 0.96916, 0.02727, 0.0033]",LEFT,"[0.0, 0.03404, 0.07044, 0.89552]",True,,,0.42682,5018.79844,11.12481,0.63821,0.08687,0.82166
town7_000562.png,GO,"[0.00058, 0.96969, 0.02341, 0.00631]",LEFT,"[1e-05, 0.05513, 0.12687, 0.81799]",True,,,0.43205,5314.49073,10.87619,0.63008,0.09241,0.81372
town7_000566.png,GO,"[0.00044, 0.97469, 0.02052, 0.00435]",LEFT,"[1e-05, 0.03662, 0.22864, 0.73473]",True,,,0.42545,5220.91341,10.95334,0.63127,0.09166,0.94154
town7_000567.png,GO,"[0.00083, 0.96344, 0.03024, 0.00549]",LEFT,"[1e-05, 0.03259, 0.17196, 0.79544]",True,,,0.42647,5256.02888,10.92423,0.62852,0.08652,0.92055
town7_000569.png,GO,"[0.00055, 0.96681, 0.02774, 0.0049]",LEFT,"[1e-05, 0.06486, 0.42477, 0.51036]",True,,,0.42275,5255.4831,10.92468,0.62634,0.08534,0.82749
town7_000587.png,RIGHT,"[0.0, 0.01364, 0.986, 0.00035]",LEFT,"[0.0, 0.04231, 0.04471, 0.91298]",True,,,0.40636,5986.0693,10.35939,0.60413,0.08229,0.81282
town7_000588.png,RIGHT,"[0.0, 0.00937, 0.98983, 0.00081]",LEFT,"[0.0, 0.02065, 0.16117, 0.81817]",True,,,0.42141,6326.49268,10.11917,0.60427,0.0911,0.79035
town7_000592.png,RIGHT,"[9e-05, 0.02016, 0.97044, 0.00932]",LEFT,"[1e-05, 0.02461, 0.1217, 0.85368]",True,,,0.40077,6047.06789,10.31536,0.6099,0.07537,0.78949
town7_000595.png,GO,"[0.00012, 0.90223, 0.02841, 0.06924]",LEFT,"[1e-05, 0.04961, 0.1693, 0.78108]",True,,,0.45689,5322.19969,10.86989,0.63638,0.10265,0.81259
town7_000597.png,GO,"[0.00014, 0.94143, 0.01313, 0.0453]",LEFT,"[2e-05, 0.04648, 0.29436, 0.65915]",True,,,0.4652,5434.67724,10.77907,0.62795,0.09561,0.84603
town7_000602.png,GO,"[0.00064, 0.88313, 0.09304, 0.02319]",LEFT,"[1e-05, 0.08442, 0.34025, 0.57532]",True,,,0.46659,5526.21654,10.70652,0.63277,0.08845,0.84884
town7_000603.png,GO,"[0.00177, 0.91502, 0.04629, 0.03692]",RIGHT,"[2e-05, 0.07248, 0.55829, 0.36921]",True,,,0.46074,5541.11958,10.69483,0.62936,0.08395,0.8814
town7_000604.png,GO,"[0.00098, 0.95025, 0.0335, 0.01527]",LEFT,"[1e-05, 0.0756, 0.2545, 0.66989]",True,,,0.45518,5472.03193,10.74932,0.63907,0.08355,0.85866
town7_000615.png,GO,"[0.00468, 0.91088, 0.0767, 0.00775]",LEFT,"[2e-05, 0.04963, 0.33812, 0.61224]",True,,,0.44547,5587.44872,10.65867,0.61527,0.09146,0.82393
town7_000616.png,GO,"[0.00571, 0.94202, 0.03963, 0.01264]",LEFT,"[2e-05, 0.03036, 0.3294, 0.64022]",True,,,0.45324,5659.43768,10.60307,0.62468,0.09662,0.79823
town7_000621.png,GO,"[0.00107, 0.98047, 0.00908, 0.00938]",RIGHT,"[2e-05, 0.0679, 0.63818, 0.2939]",True,,,0.46358,5586.66128,10.65928,0.63375,0.09792,0.82801
town7_000628.png,GO,"[0.00239, 0.97828, 0.00989, 0.00944]",LEFT,"[2e-05, 0.05179, 0.46733, 0.48086]",True,,,0.43671,5781.36906,10.5105,0.61046,0.08946,0.9724
town7_000633.png,GO,"[0.22958, 0.75736, 0.00084, 0.01222]",LEFT,"[2e-05, 0.03912, 0.07756, 0.8833]",True,,,0.4394,6065.22977,10.30233,0.61008,0.08879,0.81306
town7_000647.png,GO,"[0.00951, 0.96327, 0.01609, 0.01113]",LEFT,"[1e-05, 0.03491, 0.07129, 0.8938]",True,,,0.41276,5633.49716,10.62302,0.62244,0.09101,0.84119
town7_000655.png,RIGHT,"[7e-05, 0.04739, 0.95085, 0.00169]",LEFT,"[0.0, 0.03854, 0.09736, 0.8641]",True,,,0.43831,5769.5412,10.51939,0.61294,0.10804,0.83229
town7_000659.png,RIGHT,"[5e-05, 0.0393, 0.95867, 0.00199]",RIGHT,"[0.0, 0.01661, 0.93367, 0.04972]",False,,,,,,,,0.74387
town7_000661.png,GO,"[5e-05, 0.98982, 0.00621, 0.00392]",LEFT,"[3e-05, 0.04679, 0.14629, 0.80688]",True,,,0.44641,5399.73482,10.80708,0.6331,0.11564,0.81448
town7_000664.png,GO,"[0.00131, 0.99157, 0.00411, 0.00301]",LEFT,"[3e-05, 0.03892, 0.0654, 0.89566]",True,,,0.46515,5600.92255,10.64821,0.6312,0.11064,0.81089
